Chinese,Fitted
"主干路","main road"
"主干道","main road"
"主要道路","main road"
"跳","Jump"
"蹦","jump"
"老鼠耳朵服装","mouse ears costume"
"防护面罩","protective mask"
"气缸配置","Cylinder configuration"
"幼童军","Cub Scouts"
"家具店","Furniture shop"
"大蒜编织","garlic braid"
"穿孔卡片阅读器","Punch card reader"
"Bag Boy","Bag Boy"
"钢丝钳","wire cutters"
"星期二","Tuesday"
"蝴蝶椅","butterfly chair"
"首席部长","chief minister"
"水印","watermark"
"蚊帐","mosquito net"
"窗插销","window latch"
"按摩","massage"
"上校","colonel"
"连字符","hyphen"
"索环","grommet"
"爱的","Love"
"真爱","Love"
"助行架","walking frame"
"复合地板","laminate flooring"
"计算机纸","computer paper"
"方格旗","checkered flag"
"四个人","four people"
"波音737","Boeing 737"
"发育不良","Dysplasia"
"臂带","armband"
"自传","autobiography"
"碳捕获","carbon capture"
"无指手套","fingerless gloves"
"星期四","Thursday"
"太阳灯","sun lamp"
"香草兰","Vanilla orchid"
"灰指甲油","Onychomycosis"
"切块","Cut into pieces"
"长方体","cuboid"
"阿西莫","asimo"
"修理","repair"
"修复","repair"
"鱼际隆起","thenar eminence"
"潘多拉","Pandora"
"乳油木","shea butter"
"条形码","barcode"
"曾祖父","great grandfather"
"新娘送礼会","bridal shower"
"枕骨","Occipital bone"
"女子体操","women's gymnastics"
"家谱","genealogy"
"甲状腺肿","goiter"
"删除线","strikethrough"
"鸡锅饼","Chicken Pot Pie"
"柠檬酸","citric acid"
"害虫","pests"
"摩卡冰淇淋 ","Mocha ice cream"
"听","listen"
"咬","bite"
"地面","ground"
"出示","show"
"建筑结构","building structure"
"世界卫生日","world health day"
"Lollipop Person","Lollipop Person"
"波音747","Boeing 747"
"玛丽莲梦露","Marilyn Monroe"
"眨眼","blink"
"身体装饰","body decoration"
"波尔卡音乐","polka music"
"孔子","Confucius"
"女装","women's clothing"
"数字孪生 ","digital twin"
"光","Light"
"轻的","light"
"猪舍","pigsty"
"结肠镜检查","colonoscopy"
"中式外卖","Chinese takeaway"
"使眼色","wink"
"正式访问","official visit"
"修剪","prune"
"喷灯","blowtorch"
"花展","Flower Show"
"尖叫","scream"
"尖顶拱","pointed arch"
"跪坐","Kneel down"
"国境线","national border"
"陆军准将","brigadier general"
"睡觉","sleep"
"许愿","Make a wish"
"散步","walk"
"去中心化金融","Decentralized Finance"
"斗牛比赛","Bullfighting"
"影像商店","video store"
"关税官员","customs officer"
"感叹号","exclamation mark"
"打哈欠","yawn"
"潮水坑","tide pool"
"尝","taste"
"航空箱","Flight Case"
"21世纪风格","21st century style"
"蛋杯","Egg cup"
"脱衣舞女","stripper"
"脱衣舞演员","stripper"
"卡巴拉手镯","Kabbalah bracelet"
"甲亢","Hyperthyroidism"
"皇家列车","royal train"
"进度条","progress bar"
"抑制的","Inhibition"
"商店","shop"
"商铺","Shop"
"舔","lick"
"插入","insert"
"晚礼服","evening dress"
"教","teach"
"性格","character"
"卷发器","hair curler"
"推","push"
"捏","pinch"
"V形","V shape"
"图像信息","Image"
"设备用品","Industrial Equipment"
"自立","Independence"
"渴望","aspirations"
"领带","Necktie"
"新创企业","Business"
"舞蹈","dancing"
"生病","illness"
"肌肉训练","weight training"
"马拉松赛跑","running"
"徒步旅行","walking"
"飞","flying"
"斜靠","Leaning"
"打字","typing"
"检查","Examining"
"视频通话 ","Video Conference"
"暗色","dark"
"文化","cultures"
"风景","Landscape - Scenery"
"20周胎儿","fetus"
"选择","choosing"
"高举手臂","arms raised"
"购买","shopping"
"态度","attitude"
"逃避现实","escaping"
"搜寻","searching"
"看风景","Looking At View"
"户外活动","Outdoor Pursuit"
"宗教服装","Religious Dress"
"日冕形病毒","coronavirus"
"图像式社交媒体","social media"
"休闲正装","business casual"
"梦想","dreaming"
"身体关注","health"
"人间天堂","paradise"
"准备食物","food preparation"
"厚衣服","warm clothes"
"多色的","multicolored"
"健美身材","athletic"
"地板","floors"
"贡献","helping"
"说话","communicating"
"使用平板电脑","using tablet"
"弹性","elastic"
"工间休息","break time"
"开端","start"
"401K养老金","401K"
"练习","to practise"
"式样","styles"
"风格","styles"
"赌博","gambling"
"愉快的","happiness"
"起源","origins"
"反差","Contrasts"
"分享","sharing"
"短的","shorts"
"回收再利用","Recycling"
"面条","Noodles"
"木筏","rafting"
"冲浪","surfing"
"平底船","punting"
"尖头平底船","punting"
"三月","Marching"
"行军","marching"
"驾车","driving"
"驾驶","driving"
"叉","crossing"
"越过","crossing"
"十字架","crossing"
"交叉","crossing"
"放出","releasing"
"离开","leaving"
"拉","pulling"
"进入","Entering"
"环绕","surrounding"
"转向","turning"
"等待","waiting"
"哭","crying"
"祈祷","praying"
"Talk","Talking"
"唱","Singing"
"耳语","whispering"
"解释","explaining"
"讲解","explaining"
"问","asking"
"请求","asking"
"嚎叫","Howling"
"成年学生","adult student"
"孵","hatching"
"闻","smelling"
"咆哮","roaring"
"腕表","watching"
"中风","Stroking"
"搔痒","tickling"
"踢","Kicking"
"得分","Scoring"
"评分","scoring"
"喂养","feeding"
"制作","making"
"装饰","decorating"
"书房","studying"
"分析","analyzing"
"操作","operating"
"计算","calculating"
"休整","resting"
"灼伤","burning"
"爆炸","exploding"
"融化","melting"
"熔化","melting"
"倒塌","collapsing"
"现代舞","modern dancing"
"给予","giving"
"收到","receiving"
"覆盖","covering"
"遮蔽","covering"
"盖子","covering"
"关","closing"
"扔","Throwing"
"接","catching"
"滑梯","sliding"
"滑行","sliding"
"铲球","Tackling"
"肤色","colors"
"岩石","Rock - Object"
"秃头","Balding"
"秃顶","Balding"
"复制","copying"
"火花","sparks"
"咀嚼","chewing"
"吸","sucking"
"吹","blowing"
"亲吻","kissing"
"亲嘴","kissing"
"栖息","perching"
"打斗","fighting"
"结束","Finishing"
"完成","Finishing"
"柏柏尔人","berbers"
"背景","backgrounds"
"优美","beauty"
"荡秋千","swinging"
"摇摆","swinging"
"挥杆","swinging"
"挥棒","swinging"
"穿入","penetrating"
"交换","exchanging"
"交易所","exchanging"
"隐藏","hiding"
"打包","Packing"
"打喷嚏","sneezing"
"剃胡子","shaving"
"刮","shaving"
"贩卖","selling"
"卖出","selling"
"代表","representing"
"拉美文明","latin american civilizations"
"弹奏","playing"
"播放","playing"
"扮演","playing"
"喘气","pants"
"撒下","sowing"
"俯卧撑","push-ups"
"脚手架","scaffolding"
"克隆","cloning"
"加燃料","refueling"
"类固醇","Steroids"
"海峡","straits"
"搭便车","hitchhiking"
"盘旋","hovering"
"敲","knocking"
"敬礼","saluting"
"实习","practicing"
"投票","voting"
"大理石","marbles"
"假牙","dentures"
"画笔","brushing"
"刷","brushing"
"毛刷","brushing"
"研磨","Grinding"
"用拳猛击","punching"
"冲拳","punching"
"重拳","punching"
"梳子","combing"
"点燃","igniting"
"埋","burying"
"瞄准","aiming"
"长袜","stockings"
"鼓掌","applauding"
"摇摆舞","swing dancing"
"递送","delivering"
"祝贺","congratulating"
"溶解","Dissolving"
"逃","escaping"
"下载","downloading"
"走钢丝","tightrope walking"
"肚皮舞","belly dancing"
"不理的","Ignoring"
"漱口","gargling"
"市场","marketing"
"街市","marketing"
"截击","Volleying"
"溢出","overflowing"
"红岩石","red rocks"
"监狱吧","Prison bars"
"安装","Installing"
"水彩画颜料","watercolor paints"
"码","coding"
"贿赂","bribing"
"银行","banking"
"溅","splashing"
"水花","splashing"
"喷溅","splashing"
"飞溅","splashing"
"吸气","Inhaling"
"玉米片","corn flakes"
"开锁","unlocking"
"倒抽气","gasping"
"睡过头","oversleeping"
"倒车","reversing"
"搜身","searching"
"摇动","shaking"
"叹息","sighing"
"透过窗户往外看","Looking Through Window"
"玫瑰花瓣","Rose petals"
"打屁股","spanking"
"发光","glowing"
"洗牌","shuffling"
"借","borrowing"
"放低","lowering"
"折叠","folding"
"投降","surrendering"
"恳求","pleading"
"斜眼看","squinting"
"斜视","squinting"
"动物主题","animal themes"
"伯爵","counting"
"宠物","pets"
"康康舞","cancan dancing"
"咳嗽","coughing"
"调情","flirting"
"长笛","fluting"
"漏泄","leaking"
"混合","mixing"
"擦亮","polishing"
"锯","sawing"
"锯子","sawing"
"削尖","sharpening"
"杀害","killing"
"喷出","squirting"
"表","surfacing"
"部落舞蹈","tribal dancing"
"诉苦","complaining"
"抱怨","complaining"
"投","casting"
"攀爬","climbing"
"爬","climbing"
"烘","baking"
"烤","baking"
"渗出","oozing"
"卷动","scrolling"
"跟上","keep ups"
"呼出气","exhaling"
"呼气 ","exhaling"
"传播","spreading"
"涂抹酱","Spreading"
"天井门","Patio doors"
"自由攀登","free climbing"
"流动","flowing"
"特许经营 ","Franchising"
"等级","grading"
"轻弹","flicking"
"直发器","hair straighteners"
"乌冬面","Udon noodles"
"滑雪游览","ski touring"
"舀","scooping"
"舀勺","scooping"
"挤","squeezing"
"应答","answering"
"巡航","cruising"
"食物的样式","food styling"
"出席","Attending"
"无线电广播","radio broadcasting"
"基于网络的广播","web-based broadcasting"
"下垂","drooping"
"葡萄收获","grape harvesting"
"撤退","retreating"
"零排放","zero emissions"
"自由落体","free falling"
"布什飞","bush flying"
"重新开张","reopening"
"合并","merging"
"穿刺","puncturing"
"男子山地自行车","Men's mountain biking"
"规则","rules"
"叙述","Narrating"
"动物出击","animals attacking"
"决斗","dueling"
"做梦","dreaming"
"女英雄","Heroines"
"租用","renting"
"戒指","rings"
"明星","stars"
"星星","Stars"
"欢呼","cheers"
"瘦身","weight loss"
"锅","pots"
"壶","pots"
"表现消极","negative"
"巨石","boulders"
"按钮","buttons"
"扣纽扣","Buttons"
"按键","buttons"
"商务正装","Business suit"
"扣球","spikes"
"骑","rides"
"家","Homes"
"居家","homes"
"故乡","homes"
"倒","falls"
"落下","falls"
"瀑布","Falls"
"跌倒","falls"
"体力工人","manual labor"
"翻滚","rolls"
"卷","rolls"
"滑冰","skates"
"急救员","first responders"
"擦洗","scrubs"
"别针","pins"
"想念","missing"
"枣","dates"
"寿司卷","sushi rolls"
"网","nets"
"霓虹色","neon colors"
"胶卷","films"
"影片","Films"
"薄膜","films"
"桨","paddles"
"划桨","paddles"
"铁轨轨道","Rail tracks"
"击败","beats"
"幸运符","Lucky charms"
"汉字","Chinese characters"
"河床","beds"
"手型","gestures"
"鞠躬","bows"
"作揖","bows"
"琴弓","bows"
"船首","bows"
"弓","bows"
"超车","overtaking"
"伊比萨岩","ibiza rocks"
"蠕动","squirming"
"跛行","limping"
"礼仪舞蹈","ceremonial dancing"
"鞋垫","insoles"
"华尔兹舞","waltzing"
"格林花园","Green Gardens"
"慢舞","slow dancing"
"踢踏舞","tap dancing"
"电影票","movie tickets"
"图像聚焦技术","focus"
"蛤蚌","clams"
"四分音符","quarter notes"
"排队","queuing"
"曼哈顿鸡尾酒","manhattan cocktails"
"聊天机器人","chatbots"
"耳鼓","eardrums"
"男子皮划艇","Men's kayaking"
"财务项目","financial item"
"建筑物特征","building feature"
"纤维光学","fiber optic"
"螺钉","screw"
"正装鞋","dress shoe"
"无酒精饮料","Non-alcoholic beverage"
"直观教具","visual aid"
"医疗器械","medical instrument"
"农业建筑","agricultural building"
"数码生成图像","digitally generated image"
"计算机部件","computer part"
"人类脚趾","human toe"
"团体性运动","team sport"
"球拍运动","racket sport"
"格斗运动","combat sport"
"人体内脏器官","human internal organ"
"避孕品","Contraceptive"
"人类肺脏","human lung"
"田径运动","Field event"
"田赛项目","Field event"
"径赛项目","track event"
"动物属性","animal attribute"
"管乐器","wind instrument"
"警告标识","Warning sign"
"动物身体部位","animal body part"
"死亡的动物","dead animal"
"新生动物","newborn animal"
"动物眼睛","animal eye"
"动物腿","animal leg"
"动物鳍","animal fin"
"动物的鳞","animal scale"
"补牙","Filling"
"避孕药","birth control pill"
"安全套","Condom"
"木管乐器","woodwind instrument"
"铜管乐器","Brass instrument"
"钹","cymbal"
"两栖纲","Amphibian"
"有蹄哺乳动物","hoofed mammal"
"水栖哺乳动物","aquatic mammal"
"比格犬","Beagle"
"啮齿目","Rodent"
"蜗牛","snail"
"雄蕊","stamen"
"化石燃料","Fossil fuel"
"热带的花","tropical flower"
"扁豆","Lentil"
"自然立柱","natural column"
"玄武岩立柱","basalt column"
"钟乳石","stalactite"
"充气品","Inflatable"
"屋顶横梁","roof beam"
"人体细胞","human cell"
"人体静脉","human vein"
"岩屑","cutting"
"贝雷帽","Beret"
"元宝","Ingot"
"圣诞拉炮","Christmas Cracker"
"圣诞长袜","Christmas stocking"
"经幡","prayer flag"
"人字梯","Ladder"
"从政者","politician"
"用餐者","diner"
"烤串","Kebab"
"野玫瑰果","rose hip"
"豌豆花","pea flower"
"菌腮","gill"
"赤霞珠葡萄","cabernet sauvignon grape"
"鸡油菌","chanterelle"
"蚝蘑","Oyster mushroom"
"球芽甘蓝","Brussels sprout"
"大豆","soybean"
"红花菜豆","runner bean"
"动物耳朵","animal ear"
"动物骨","animal bone"
"动物骨骼","animal bone"
"烟蒂","cigarette butt"
"水汽尾迹","vapor trail"
"狗饼干","dog biscuit"
"矿块","Nugget"
"外科手套","surgical glove"
"阿克塞斯","axe"
"冰隙","crevasse"
"发条玩具","wind-up toy"
"宗教祭品","religious offering"
"赌博筹码","gambling chip"
"光学仪器","Optical Instrument"
"细条纹","pinstripe"
"厚底鞋","platform shoe"
"食虫目","Insectivore"
"媒体访谈","media interview"
"聚会游戏","party game"
"高尔夫鞋","golf shoe"
"乌青眼","Black eye"
"松露巧克力","chocolate truffle"
"冰晶","ice crystal"
"淫秽的手势","obscene gesture"
"浴珠","bath bead"
"雇用文件","employment document"
"金融报纸","financial newspaper"
"信用卡购物","Credit card purchase"
"盐滩","salt flat"
"树梢","treetop"
"装饰艺术","Decorative Art"
"足球鞋","soccer shoe"
"庆祝活动","Celebration"
"护肘","Elbow pad"
"宗教事件","religious event"
"多层效果","multi-layered effect"
"病历","Medical record"
"冰爪","Crampon"
"表情符号","Emoticon"
"星迹","star trail"
"掌上电子游戏","handheld video game"
"婚礼客人","wedding guest"
"亭台楼阁","pavilion"
"食品加工厂","Food processing plant"
"无线电波","radio wave"
"护胫","shin guard"
"维京人","Viking"
"医疗流程","medical procedure"
"医学样本","medical sample"
"化疗药物","Chemotherapy drug"
"十字路口","crossroad"
"瘀伤","bruise"
"油画颜料","Oil paint"
"换尿布","changing diaper"
"童话故事","fairy tale"
"抵押文件","mortgage document"
"指甲钳","Nail clipper"
"美式足球服","american football uniform"
"刹车皮","Brake Pad"
"小胡萝卜","baby carrot"
"卡拉马塔橄榄","kalamata olive"
"鸡翅","chicken wing"
"芫荽籽","coriander seed"
"可食用花","edible flower"
"烤辣椒","roasted pepper"
"红葡萄","red grape"
"直排轮滑鞋","Inline skate"
"比利时华夫饼干","Belgian Waffle"
"黑胡椒子","black peppercorn"
"烤红辣椒","roasted red pepper"
"烹调用具","cooking utensil"
"炊具","cooking utensil"
"肉桂圆面包","cinnamon bun"
"煮鸡蛋","boiled egg"
"水煮蛋","boiled egg"
"哥萨克人","cossack"
"果树","fruit tree"
"报纸头条","Newspaper headline"
"小甜面包","sweet bun"
"家长控制","Parental Control"
"十字转门","turnstile"
"雪地靴","snow boot"
"钉书钉","staple"
"工作靴","work boot"
"鹿皮鞋","moccasin"
"笔触","brush stroke"
"手工具","hand tool"
"毛孔","pore"
"高架铁路铁轨","elevated railway track"
"教育科目","Educational subject"
"豆芽","bean sprout"
"豆苗","Bean sprout"
"无脊椎动物","Invertebrate"
"节肢动物","arthropod"
"雌性动物","female animal"
"医疗文件","medical document"
"哥特人","Goth"
"患病植物","diseased plant"
"壁纸样本","Wallpaper sample"
"传统运动","traditional sport"
"表演艺术活动","performing arts event"
"劳作动物","working animal"
"腹肌","abdominal muscle"
"指节","Knuckle"
"保龄球球瓶","bowling pin"
"保龄球鞋","bowling shoe"
"马槟榔","Caper"
"地下墓穴","Catacomb"
"分类广告","Classified Ad"
"杯垫","coaster"
"可可豆","cocoa bean"
"笋","bamboo shoot"
"园艺手套","gardening glove"
"高尔夫球手套","golf glove"
"干洗店","dry cleaner"
"洋葱圈","Onion ring"
"斑豆","pinto bean"
"马靴","riding boot"
