"young abstract","Abstract"
"padre","Father"
"dadandson","father and son"
"paternity","fatherhood"
"lassitude","fatigue"
"languor","fatigue"
"languidness","fatigue"
"spigot","Faucet"
"fearfulness","Fear"
"feder","Feather"
"federn","feathers"
"restrespo","Feedback"
"alimentation","Feeding"
"lactation","Feeding"
"palpation","feeling"
"gefuhl","feeling"
"emotionality","feeling"
"palpating","feeling"
"emotionen","feelings"
"gefuhle","feelings"
"hooves","feet"
"fuessen","feet"
"fusse","feet"
"fuesse","feet"
"ingeniuerin","female engineer"
"jungunternehmerin","female entrepreneur"
"femininitat","Femininity"
"palisade","Fence"
"cutthroat","ferocious"
"carnevale","festival"
"shrovetide","festival"
"junina","festival"
"ramleela","festival"
"nurullahpur mela","festival"
"tsechu","festival"
"jamboree","festival"
"kati bihu","festival"
"nadam","festival"
"happy bihu","festival"
"magh bihu","festival"
"awa odori","festival"
"pahela baishakh","festival"
"kupala","festival"
"carnaval del pueblo","festival"
"caribana","festival"
"godsfestival","festival"
"aidiladha","festival"
"bhogali bihu","festival"
"chanukkah","festival"
"dansai","festival"
"junkanoo","festival"
"kongali bihu","festival"
"christmassy","festive"
"fetation","Fetus"
"harley quinn","Fictional Character"
"gagoul","Fictional Character"
"grainfield","field"
"fiel","field"
"guerrillas","fighters"
"mujahedin","fighters"
"figas","figs"
"padmasambhava","figure"
"madonna","figure"
"dossier","file"
"dossiers","files"
"phillipino","filipino"
"film fest","Film Festival"
"videotaping","Filming"
"finanzen","finances"
"pecuniary","financial"
"fiscal","financial"
"peachy","fine"
"concluding","Finishing"
"conflagration","fire"
"feuer","fire"
"fuego","fire"
"firehall","Fire Station"
"firehouse","Fire Station"
"firewomen","firefighters"
"feuerstelle","Fireplace"
"brennholz","Firewood"
"seafish","Fish"
"bream","Fish"
"sharkfish","Fish"
"meen","Fish"
"teleost","Fish"
"teleosts","Fish"
"chub","Fish"
"pike-perch","Fish"
"trevally","Fish"
"pescador","Fisherman"
"sportfishing","Fishing"
"angeln","Fishing"
"cast net","Fishing Net"
"suitableness","fit"
"bodystyling","fitness"
"kunto","fitness"
"bosu","fitness equipment"
"exercise at home equipment","fitness equipment"
"gymstick","fitness equipment"
"fuenf","five"
"correction","fix"
"rastafarianism","fixed"
"ensign","Flag"
"bendera","Flag"
"jolly roger","Flag"
"flagge","Flag"
"delonix regia","Flame Tree"
"combustible","Flammable"
"erlenmeyer","flask"
"plano","flat"
"matza","Flatbread"
"blemish","flaw"
"defect","flaw"
"unblemished","flawless"
"outdoor market","Flea Market"
"suppleness","Flexibility"
"contortion","Flexibility"
"accommodativeness","Flexibility"
"adaptability","Flexibility"
"supple","flexible"
"pliable","flexible"
"pliant","flexible"
"flirtation","Flirting"
"flirtend","Flirting"
"flotation","floating"
"pontoon","Floating Platform"
"deluge","Flood"
"marble floor","Flooring"
"floret","Flower"
"hathphool","Flower"
"kashphul","Flower"
"blute","Flower"
"bluete","Flower"
"daylily","Flower"
"bellis perennis","Flower"
"rudbeckia","Flower"
"florarium","Flower Arrangement"
"blumenstrauss","flower bouquet"
"blumenwiese","flower meadow"
"wisteria trees","flowering plants"
"blueten","flowers"
"forget-me-nots","flowers"
"bloomy","flowery"
"suds","foam"
"sudsy","foamy"
"lathery","foamy"
"fixation","focus"
"fixate","focus"
"concentrative","focused"
"fokussiert","focused"
"specializing","focusing"
"collapsible","Foldable"
"ordner","folder"
"laub","foliage"
"folclorico","folklore"
"foolery","Folly"
"aliment","Food"
"grub","Food"
"speise","Food"
"matzah","Food"
"victuals","Food"
"victual","Food"
"gyros","Food"
"mush","Food"
"nudeln","Food"
"pimiento","Food"
"ponchik","Food"
"starches","Food"
"comida","Food"
"annatto","Food Coloring"
"twit","Fool"
"idiot","Fool"
"goof","Fool"
"buffoon","Fool"
"baka","Fool"
"bozo","Fool"
"buffon","Fool"
"gridiron","football field"
"footway","Footpath"
"footgear","footwear"
"skintight","footwear"
"plimsoll","footwear"
"giay","footwear"
"plimsolls","footwear"
"taboo","Forbidden"
"proscribed","Forbidden"
"prognostic","Forecasting"
"gaijin","foreigner"
"gaffer","foreman"
"floresta da tijuca","Forest"
"tongass","Forest"
"shinrin yoku","Forest Bathing"
"indefinitely","forever"
"forma","form"
"ceremonious","formal"
"tailcoat","formal coat"
"erstwhile","Former"
"boma","Fort"
"bulwark","fortification"
"stockade","fortification"
"fortaleza","fortress"
"twierdza","fortress"
"goodluck","fortune"
"adoptive","foster"
"vier","four"
"breakable","fragile"
"riff","fragment"
"clod","fragment"
"parfum","fragrance"
"eau de toilette","fragrance"
"bezel","frame"
"underframe","frame"
"falsification","fraud"
"impostor","fraud"
"swindle","fraud"
"counterfeiting","fraud"
"ripoff","fraud"
"swindling","fraud"
"liberated","free"
"uninhibited","free"
"frei","free"
"complimentary","free"
"freie","free"
"liberate","free"
"exempt","free"
"libre","free"
"unrestrained","free"
"freiheit","Freedom"
"liberdade","Freedom"
"libertad","Freedom"
"petrify","freeze"
"francais","french"
"francaise","french"
"frenchie","French Bulldog"
"cote dazur","French Riviera"
"ibcfresh","fresh"
"ally","friend"
"playmate","friend"
"congenial","friendly"
"approachable","friendly"
"sociable","friendly"
"cordial","friendly"
"amicable","friendly"
"convivial","friendly"
"chummy","friendly"
"companionable","friendly"
"affably","friendly"
"pals","friends"
"playmates","friends"
"camaraderie","Friendship"
"amistad","Friendship"
"spooked","frightened"
"von oben","from above"
"vorne","front"
"frostig","frosty"
"scowl","frown"
"smileless","frown"
"scowling","Frowning"
"furrowing brow","Frowning"
"furrowing brows","Frowning"
"froze","Frozen"
"parsimoniousness","Frugality"
"obst","Fruit"
"fruchte","Fruit"
"pome","Fruit"
"drupe","Fruit"
"rosehip","Fruit"
"sloe","Fruit"
"passionfruit","Fruit"
"waterlemon","Fruit"
"salak","Fruit"
"wolfberry","Fruit"
"appletree","Fruit Tree"
"fruitage","fruits"
"exasperated","frustrated"
"frustriert","frustrated"
"gasoil","fuel"
"unleaded","Fuel Type"
"dream come true","fulfillment"
"crammed","Full"
"satiated","Full"
"ganzkorper","full body"
"ganzkoerper","full body"
"fullframe","Full Frame"
"kivaa","Fun"
"functionalist","functional"
"raiser","fundraiser"
"monies","funds"
"funereal","Funeral"
"cortege","Funeral Procession"
"comical","funny"
"comedic","funny"
"lustig","funny"
"jokey","funny"
"witzig","funny"
"mink","Fur"
"pelage","Fur"
"fellmuetze","Fur Hat"
"chesterfield","Furniture"
"zukunft","future"
"gamming","Gambling"
"peekaboo","game"
"overwatch","game"
"pokemon go","game"
"monopoly","game"
"warhammer","game"
"warhammer battles","game"
"marble run","game"
"pinball","game"
"crysis","game"
"wii u","game console"
"wiiu","game console"
"spiele","games"
"crips","Gang"
"jardim","Garden"
"horticulturalist","gardener"
"gartnerin","gardener"
"leis","garlands"
"jilbab","Garment"
"gewand","Garment"
"mola","Garment"
"vestment","Garment"
"habiliment","Garment"
"djellabah","Garment"
"dhuti","Garment"
"bibs","garments"
"sharis","garments"
"gerd","Gastroesophageal Reflux Disease"
"congregate","gather"
"goop","gel"
"sukupuoli","gender"
"gdpr","General Data Protection Regulation"
"zennial","generation"
"gen-x","Generation X"
"chinggis","Genghis Khan"
"benign","gentle"
"sanft","gentle"
"caballero","gentleman"
"geografia","geography"
"craters of the moon","geological formations"
"deutscher","german"
"deutsches","german"
"gesticulati","gestures"
"dismount","get off"
"spook","Ghost"
"poltergeist","Ghost"
"apparition","Ghost"
"donative","Gift"
"prezzy","Gift"
"giftware","gifts"
"giraffa camelopardalis","Giraffe"
"madchens","Girls"
"vatnaja kull","Glacier"
"aletsch","Glacier"
"gletscher","Glacier"
"glitzy","glamorous"
"sunglass","glasses"
"brille","glasses"
"brillen","glasses"
"glasees","glasses"
"sunglas","glasses"
"gafas","glasses"
"smartglass","glasses"
"melancholic","gloomy"
"dreary","gloomy"
"morbid","gloomy"
"drear","gloomy"
"mitt","Glove"
"ziel","goal"
"goaltender","Goalie"
"kambing","Goat"
"aureate","golden"
"niblick","Golf Club"
"gutaussehend","good-looking"
"gutaussehender","good-looking"
"gut aussehender","good-looking"
"ravishing","gorgeous"
"rumor","Gossip"
"tittle-tattle","Gossip"
"gothy","gothic"
"cucurbit","Gourd"
"kalabasse","Gourd"
"anmut","Grace"
"gracia","Grace"
"anmutige","graceful"
"anmutiger","graceful"
"anmutiges","graceful"
"lissom","graceful"
"absolventin","graduate"
"palatial","grand"
"granddad","Grandfather"
"grandad","Grandfather"
"gramma","grandma"
"sitti","Grandmother"
"grandmamma","Grandmother"
"grandmom","Grandmother"
"grandmum","Grandmother"
"abuela","Grandmother"
"vinifera","grapevine"
"tshirtdesign","graphic design"
"sward","grassland"
"pasturage","grassland"
"grizzled","gray"
"grizzle","gray"
"graue","gray"
"ashen","gray"
"greediness","Greed"
"avarice","Greed"
"verde","green"
"vert","green"
"gruen","green"
"gruener","green"
"geen","green"
"gruene","green"
"grune","green"
"gruenem","green"
"gruenes","green"
"grunem","green"
"grunen","green"
"grunes","green"
"verdes","greens"
"hey you","Greeting"
"salam","Greeting"
"dirgahayu","Greeting"
"gris","grey"
"lament","Grief"
"trauer","Grief"
"bereaving","grieving"
"taouk","Grilled Chicken"
"ghoulish","grim"
"wincing","Grimacing"
"pulverizer","grinder"
"preen","groom"
"stablehand","groom"
"dulha","groom"
"primp","groom"
"preening","grooming"
"primping","grooming"
"gruppe","group"
"horde","group"
"troup","group"
"expanding","growing"
"developmental","Growth"
"excrescence","Growth"
"how to","guide"
"audioguide","guide"
"tourguide","guide"
"culpable","Guilty"
"cavy","Guinea Pig"
"gitarrist","Guitarist"
"toothless","gum"
"gingiva","gum"
"submachine","Gun"
"fella","guy"
"fitnessclub","Gym"
"fitnessstudio","Gym"
"gymn","Gym"
"turnen","Gymnastics"
"biotope","habitat"
"cybercrime","hacking"
"ayasofya","hagia sophia"
"chevelure","Hair"
"pelo","Hair"
"barrettes","hair accessories"
"haarschmuck","Hair Accessory"
"hairgrip","Hair Accessory"
"hairstick","Hair Accessory"
"barrette","Hair Clip"
"haarfarbe","Hair Color"
"dark.brunette","Hair Color"
"depilation","Hair Removal"
"shugaring","Hair Removal"
"goosefleshe","Hair Standing On End"
"goosefleshes","Hair Standing On End"
"sidelocks","hair style"
"slicker brush","Hairbrush"
"undercut","haircut"
"frisur","haircut"
"kurzhaarfrisur","haircut"
"frise","Hairdresser"
"friseur","Hairdresser"
"kanzashi","Hairpin"
"bobby pin","Hairpin"
"chignon","Hairstyle"
"crewcuts","Hairstyle"
"hairsty","Hairstyle"
"longhaired","Hairy"
"haarig","Hairy"
"hirsute","Hairy"
"aureole","halo"
"v gesture","hand gesture"
"handgeste","hand gesture"
"ok gesture","Hand Sign"
"okay gesture","hand signal"
"crank","Handle"
"handwoven","handmade"
"homespun","handmade"
"handclasp","Handshake"
"veisalgia","Hangover"
"merriment","Happiness"
"glueck","Happiness"
"onni","Happiness"
"onnelliset","happy people"
"molest","harass"
"persecution","Harassment"
"constructionhelmet","hard hat"
"slog","hard work"
"labour toil","hard work"
"harmoniousness","Harmony"
"harvesttime","harvest"
"ernte","harvest"
"plucker","harvester"
"cropper","harvester"
"erntende","Harvesting"
"erntendes","Harvesting"
"tuque","Hat"
"stetson","Hat"
"huete","Hat"
"cloche","Hat"
"topee","Hat"
"salacot","Hat"
"mutze","Hat"
"muetze","Hat"
"papakha","Hat"
"kappe","Hat"
"tarboosh","Hat"
"ushanka","Hat"
"bombin","Hat"
"chapka","Hat"
"chapeau","Hat"
"chistera","Hat"
"pagadi","Hat"
"chullo","Hat"
"shako","Hat"
"loathe","Hate"
"hute","hats"
"boinas","hats"
"hula","hawaii"
"hayrick","Haystack"
"cephalalgia","Headache"
"cephalgia","Headache"
"bandeaus","headbands"
"keffeyah","Headdress"
"frontlets","Headdress"
"keffieh","Headdress"
"headresses","headgear"
"kopfschmuck","headgear"
"warbonnet","headgear"
"stereophones","Headphones"
"kopfhorer","Headphones"
"stereoheadphones","Headphones"
"matha patti","headpiece"
"kopfe","heads"
"shemagh","Headscarf"
"hejab","Headscarf"
"kaffiya","Headscarf"
"ghutrah","Headscarf"
"kopftuch","Headscarf"
"kuffiya","Headscarf"
"gutrah","Headscarf"
"keffiyah","Headscarf"
"kuffya","Headscarf"
"kefiah","Headscarf"
"tchador","Headscarf"
"kafiya","Headscarf"
"shirshasana","Headstand"
"sirshasana","Headstand"
"pakol","Headwear"
"tagelmusts","Headwear"
"restorative","healing"
"rest restorative","healing"
"convalescing","healing"
"soundness","health"
"sante","health"
"salud","health"
"healthymedical","health care"
"soins de sante","health care"
"gesundheitswesen","healthcare"
"beh3althy","healthy"
"gesund","healthy"
"gesunde","healthy"
"sana","healthy"
"gesundes","healthy"
"salubrious","healthy"
"healthysporty","healthy"
"wellfood","healthy food"
"hypacusis","Hearing Loss"
"coeur","heart"
"herz","heart"
"infarct","Heart Attack"
"myocardial infarct","Heart Attack"
"cardiopathy","Heart Disease"
"pulsation","heartbeat"
"lovelorn","heartbroken"
"pyrosis","Heartburn"
"warmness","heat"
"hitze","heat"
"calefaction","heating"
"heizung","heating"
"paradisal","heavenly"
"paradisiacal","heavenly"
"weighty","Heavy"
"hefty","Heavy"
"torrential","Heavy"
"earthmover","heavy machinery"
"dauphin","heir"
"hallo","hello"
"bonjour","hello"
"hola","hello"
"casque","Helmet"
"fahrradhelm","Helmet"
"schutzhelme","helmets"
"hilfe","help"
"favors","help"
"aider","helper"
"contributor","helper"
"aid aiding","helping"
"defenceless","helpless"
"henne","Hen"
"lawsonia inermis","henna"
"tisane","Herbal Tea"
"grazer","herbivore"
"pastoralism","Herding"
"ancestry","heritage"
"inheritance","heritage"
"parentage","heritage"
"recluse","Hermit"
"dithering","hesitation"
"partially obscured","hidden"
"pickaboo","Hide And Seek"
"concealing","Hiding"
"lurking","Hiding"
"obscuring face","hiding face"
"hoch","high"
"contrasty","High Contrast"
"hiit","High-intensity interval training"
"clou","highlight"
"ramblers","hikers"
"hillwalk","Hiking"
"hillwalking","Hiking"
"walks along the path","Hiking"
"wandern","Hiking"
"randonnee","Hiking"
"hummock","Hillock"
"clue","hint"
"insinuation","hint"
"tinge","hint"
"storico","historic"
"centro historico","historic center"
"historico","historical"
"hist","History"
"histo","History"
"slap","hit"
"whack","hit"
"autostop","Hitchhiking"
"pasttimes","Hobbies"
"haltend","Holding"
"haltende","Holding"
"haltender","Holding"
"haltendes","Holding"
"hold.holding","Holding"
"handholding","Holding Hands"
"hands clasping","Holding Hands"
"trou","Hole"
"fitri","holiday"
"idulfitri","holiday"
"motherday","holiday"
"vacanza","holiday"
"vacances","holidays"
"hallows","holidays"
"ferienzeiten","holidays"
"naturopathic","holistic"
"holo","Hollow"
"heilig","holy"
"domotics","Home Automation"
"study at home","home study"
"residentially challenged","homeless"
"roughsleeper","Homeless Person"
"vagrancy","Homelessness"
"householder","homeowner"
"candour","Honesty"
"miel","Honey"
"apis mellifera","Honey Bee"
"cowl","hood"
"kapuze","hood"
"hooka","Hookah"
"nargila","Hookah"
"narghile","Hookah"
"nargile","Hookah"
"nargileh","Hookah"
"dreamful","hopeful"
"endorphin","Hormone"
"caballus","Horse"
"equus caballus","Horse"
"cheval","Horse"
"hors","Horse"
"steed","Horse"
"ashva","Horse"
"dobbin","Horse"
"courser","Horse"
"equitation","Horseback Riding"
"equids","horses"
"equid","horses"
"pferde","horses"
"caballos","horses"
"haflingers","horses"
"waterhose","Hose"
"infirmary","Hospital"
"hopital","Hospital"
"adverseness","hostility"
"antagonism","hostility"
"enmity","hostility"
"bellicosity","hostility"
"feverish","hot"
"heiss","hot"
"onsen","Hot Spring"
"framehouse","House"
"domestica","household"
"charlady","housekeeper"
"topfpflanze","Houseplant"
"zimmerblume","Houseplant"
"zimmerpflanze","Houseplant"
"zimmerpflanzen","houseplants"
"technologic","houseplants"
"grayish","hue"
"tremendous","huge"
"humongous","huge"
"huggling","hugging"
"hoola","hula hoop"
"meek","humble"
"disgrace","humiliation"
"wittiness","Humor"
"ravenousness","hunger"
"esurience","hunger"
"famished","Hungry"
"jagen","hunt"
"jager","Hunter"
"jagd","hunting"
"gundog","Hunting Dog"
"stung","hurt"
"bluthochdruck","hypertension"
"thyrotoxicosis","hyperthyroidism"
"glace","Ice Cream"
"floe","Ice Sheet"
"wintery","icy"
"eisig","icy"
"equivalent","identical"
"paradisaical","Idyllic"
"nescience","Ignorance"
"unknowing","ignorant"
"disregarding","Ignoring"
"indisposed","ill"
"unlawful","illegal"
"bootleg","illegal"
"megrim","Illness"
"morbidity","Illness"
"turn on the light","illuminate"
"sidelit","Illuminated"
"beleuchtete","Illuminated"
"beleuchteter","Illuminated"
"beleuchtetes","Illuminated"
"abbildung","Illustration"
"frontispiece","Illustration"
"rnimage","Image"
"rm_image","Image"
"dreaminess","imagery"
"abbildungen","images"
"visualize","imagine"
"envision","imagine"
"unbalance","Imbalance"
"disbalance","Imbalance"
"dysbiosis","Imbalance"
"impersonate","imitate"
"emulate","imitate"
"mimicry","Imitation"
"emulation","Imitation"
